MSFT_-ve,MSFT_open,MSFT_high,MSFT_low,MSFT_close,MSFT_volume,MSFT_open_diff1,MSFT_+ve__S__0,MSFT_+ve__S__1,MSFT_+ve__S__2
1,3.9537754017001507,3.9244403561600354,3.824944059117288,3.8182213395912084,0.027654816106125503,-4.531321976854288,0,1,0
1,4.065247537691674,4.034288951767745,3.939456515613998,3.9901461122389774,-0.35832125076373145,-1.3661908473405617,0,1,0
0,4.097981418895534,4.061531403478457,4.099179084805515,4.07448656674543,-0.587220961515887,2.8599112038641463,1,0,0
1,4.025583510467177,4.04747078324067,4.0703278944673835,4.073012083275038,-0.6587212846739017,-0.050349815969664306,0,1,0
0,4.025583510467177,4.04747078324067,4.0703278944673835,4.073012083275038,-0.6587212846739017,2.7413669668036795,1,0,0
1,3.9561346003454747,3.9803899075228957,3.9855589331646226,4.017571504788279,-0.8155555005581283,0.15117538703306843,0,0,1
0,3.951121303224163,4.004410133762447,3.9921619890976805,3.969208446959404,-0.41055518709367383,-3.0139557424806585,0,0,1
0,4.024846260890514,3.993278809407533,3.961764137009461,3.9986981163672546,-0.01819974871609252,-6.060542634933952,0,0,1
1,4.174360475037874,4.135349659726837,4.0108409040794815,3.9907359056271337,0.185094849382531,8.330727744203418,1,0,0
0,3.9658662947574332,4.080864756305414,4.003405030280994,4.116361897304578,-0.3922685312598441,0.8209503264245841,0,0,1
0,3.9441911572035258,3.9868343584652144,3.9805025389816504,3.9745165874528157,-0.4694650850410567,2.172354628913581,0,0,1
0,3.8888974389537623,3.9338111736893437,3.908493537117097,3.9668492734067744,-0.6621133819242261,-3.6778034700191236,0,0,1
0,3.979136787137376,3.944945427340141,3.85944948789179,3.8568528065154926,-0.2808327749577224,8.117348117494652,0,0,1
1,3.7759508038089122,3.8406624939098886,3.796985173634974,3.863340533785219,-0.3726268304042323,7.903968490785819,0,0,1
1,3.578073017432427,3.6608037267015328,3.6212011170387233,3.6940698313841565,-0.5821667259429952,-2.1604372356454933,1,0,0
0,3.630565187290869,3.599288513161216,3.596811450979684,3.571687703341576,-0.3823180747885906,-2.23156377788176,0,1,0
1,3.6848267561333032,3.647621895228608,3.6328010801643638,3.6468863603315955,0.13299782131458907,7.311247305483653,1,0,0
1,3.501693961290087,3.4923692134363784,3.4811092546752143,3.5071053273383828,-0.4161589896354628,4.762546208684192,0,1,0
1,3.381964630039933,3.4046368017443545,3.403270527752643,3.4310219802661286,-0.7571903014339407,3.0673636187198956,1,0,0
0,3.304405974574932,3.3349195597319947,3.317817466060423,3.3372448315491634,-0.5178466842910613,-7.589763293013616,1,0,0
1,3.4919622668781285,3.456631803665337,3.4442273206347145,3.418636319114831,-0.7565842172940521,1.5144341132281325,1,0,0
1,3.4530354892302952,3.43524794372037,3.468616986693755,3.46817896372002,-0.9312156403082835,-1.4847350844009948,1,0,0
1,3.4887183687408094,3.4554600853121884,3.4808118197232747,3.4380995009240123,-0.7825701123031724,0.8031686908655006,0,1,0
1,3.4674855809329004,3.4759651564922938,3.5031194411187383,3.461691236450293,-0.6130283022768308,-0.050349815969664306,1,0,0
1,3.4674855809329004,3.4759651564922938,3.5031194411187383,3.461691236450293,-0.6130283022768308,-0.9275771702168956,1,0,0
1,3.4893081684021396,3.4548009937385418,3.4733759459247873,3.4793850380950033,-0.44137038266948636,3.588958261785828,0,0,1
1,3.398773920387861,3.418843886776285,3.4317350526532557,3.4519596455457022,-0.7916867821208496,2.0004654851759316,0,1,0
0,3.3477562496827464,3.351470081470223,3.388309549670087,3.363785534016229,-0.8732945427772728,-0.9631404413350289,1,0,0
0,3.370463536643982,3.3415104754684575,3.363027578755229,3.3328213811379857,-0.8038430420904907,1.8819212481154983,0,1,0
1,3.3223948642455214,3.333015517408128,3.349345570966011,3.366734500957014,-0.9650376494112312,-1.3110677771074468,1,0,0
0,3.3537574612367873,3.3303791511135428,3.3469660913504953,3.309524542305784,-0.8960989711963359,1.121459967372768,0,1,0
