time,a,b,c,d,e,f,g,h,i,j,k,m,n,o,p,q,r,s,t
1561949940000,0,55,3579.78,41.02,14.01,39.08,23.08,46.36,40.94,83.63,67.34,78.87,57.47,72.38,25.82,25.41,21.86,0,23.84503407
1561950000000,0,55,3617.7,41.11,14.14,39.54,25.99,46.13,40.93,87.46,67,78.2,58.33,71.89,25.77,25.33,21.83,0,23.25438685
1561950060000,0,61,3663,41.21,14.52,39.95,29.53,46.17,40.99,80.42,66.54,78.42,59.16,72.12,25.74,25.17,21.82,0,23.25485359
1561950120000,0,67,3708.6,41.39,14.17,40.26,33.33,46.08,40.99,87.95,66.18,78.69,59.23,72.29,25.83,25.35,21.9,0,22.65200211
1561950180000,0,65,3749.1,41.69,14.48,40.52,36.84,46.1,40.97,84.76,66.61,78.72,58.41,72.3,25.84,25.36,21.92,0,22.65257953
1561950240000,0,61.5,3789.1,41.89,14.25,40.71,38.47,46.25,40.96,83.52,68.1,78.33,58.04,71.96,25.84,25.31,21.89,0,22.03707854
1561950300000,0,58,3830.2,42.11,14.32,40.62,39.56,46.03,41.01,80.07,69.13,78.4,60.26,72.31,25.93,25.57,21.98,0,22.03720055
1561950360000,0,67,3884.2,42.16,14.28,40.44,39.01,45.93,41.04,84.95,70.53,78.69,63.83,72.6,26.02,25.64,22.08,0,21.40996315
1561950420000,0,71,3932.2,42.33,14.14,40.53,35.99,45.93,40.99,78.19,72.05,79.52,63.81,73.01,25.97,25.52,22.06,0,21.409755
1561950480000,0,75,3980.6,42.31,14.63,40.35,31.19,45.74,40.95,76.86,72.83,79.52,60.53,72.87,26.01,25.4,22.11,0,20.77006291
1561950540000,0,82,4032,42.45,14.09,40.42,25.86,45.92,41.03,78.7,72.93,79.41,58.08,72.78,26.02,25.62,22.09,0,20.77029353
1561950600000,0,75.5,4080.8,42.47,14.18,40.71,20.67,45.87,40.91,82.11,72.83,79.35,57.37,72.69,25.97,25.47,22.03,0,20.77013938
1561950660000,0,69.64,4135.09,42.45,14.48,40.39,16.62,46.06,41.01,80.32,72.51,78.4,59.22,72.26,25.98,25.55,22.04,0,20.11588575
1561950720000,0,76,4183.6,42.48,14.32,40.15,14.15,46.24,41.01,85.64,71.6,78.74,61.54,72.23,25.95,25.41,22.03,0,20.11547241
1561950780000,0,74.33,4234,42.48,13.89,40.03,12.81,46.26,41.03,81.4,70.22,78.38,60.9,72.22,26.03,25.55,22.13,0,19.44750491
1561950840000,0,73,4291.5,42.5,13.84,39.75,13.39,46.32,41.26,82.11,68.79,78.61,58.3,72.34,26.04,25.56,22.13,0,19.4475434
1561950900000,0,91,4352.2,42.42,13.32,39.72,15.32,46.28,40.96,81.81,67.76,78.61,56.36,72.11,26.03,25.56,22.11,0,18.76470004
1561950960000,0,85,4400.2,42.19,13.29,39.47,19.89,46.32,40.98,82.78,66.68,78.18,58.77,72.13,25.99,25.49,22.06,0,18.76543285
1561951020000,0,79,4442.4,42.08,13.87,39.24,24.22,46.35,41.15,79.23,66.49,78.34,60.79,72.13,25.95,25.41,22.07,0,18.06650319
1561951080000,0,62,4478.5,41.91,13.76,38.94,28.3,46.42,41,76.23,66.67,78.15,61.27,72.06,25.97,25.52,22.07,1,22.65207949
1561951140000,0,57,4514.8,41.81,13.75,39.15,32.24,46.29,41.06,84.82,66.78,78.85,60.8,72.5,26,25.54,22.06,0,22.03717883
1561951200000,0,52,4552.3,41.58,14.12,39.13,36.32,46.19,40.87,81.61,67.58,79.22,58.27,72.66,25.94,25.53,22.02,0,20.76951231
1561951260000,0,59,4588.7,41.55,14.13,39.22,39.29,46.08,40.94,79.9,68.67,78.59,56.36,72.26,25.86,25.42,21.94,0,20.11591694
1561951320000,0,55,4625,41.61,14.32,39.5,41.45,45.96,40.83,76.38,70.17,78.42,56.1,72.21,25.93,25.46,22.02,0,20.11605332
1561951380000,0,51,4668.8,41.6,14.34,39.56,41.9,46.05,40.86,79.18,71.42,78.09,59.03,71.89,25.9,25.37,21.99,0,19.4474053
1561951440000,0,65,4707.4,41.75,14.47,40,40.07,45.79,41.06,80,72.44,78.67,62.26,72.19,25.9,25.46,21.95,0,18.76474149
1561951500000,0,60,4743.9,41.67,14.45,40.09,36.74,45.71,40.81,80.85,73.33,79.02,61.77,72.45,25.88,25.49,21.93,0,18.06730441
1561951560000,0,55,4786.7,41.82,14.26,39.98,31.77,45.86,40.94,79.55,73.62,78.91,59.47,72.57,25.94,25.48,22,1,22.65175358
1561951620000,0,68,4830.4,41.94,14.24,40.26,26.14,45.9,41.06,78.52,73.5,78.92,59.05,72.68,25.92,25.52,21.99,0,22.03777977
1561951680000,0,62.5,4869.9,42.03,14.57,40.32,20.37,45.83,40.98,77.61,72.4,79.17,61.99,72.79,25.91,25.42,22,0,20.76990723
1561951740000,0,57,4908.6,42.21,14.2,40.27,15.73,46.08,41.06,77.02,71.46,79.4,64.12,72.96,25.91,25.46,21.99,0,20.11632143
1561951800000,0,58,4948.5,42.09,14.21,40.05,11.74,46.17,41.02,81.31,69.64,79.79,62.46,73.06,25.98,25.53,22.06,0,19.4474481
1561951860000,0,68.5,5005.3,42.11,13.84,39.9,10.26,46.31,41.02,74.64,68.07,78.97,58.42,72.6,26,25.56,22.11,0,18.76533848
1561951920000,0,79,5062.1,42.2,13.8,40.15,9.71,46.28,40.99,76.95,67.16,78.76,55.33,72.32,25.98,25.59,22.04,0,18.06733376
1561951980000,0,79,5109.2,42.24,13.63,40.01,11.97,46.37,41.09,72.53,66.62,78.16,55,72.02,25.99,25.5,22.06,1,22.65240956
1561952040000,0,73,5153.6,42.1,13.68,39.86,16.86,46.48,41,80.16,66.04,78.04,58.12,71.86,25.93,25.51,22,0,21.41067921
1561952100000,0,67,5191.2,42.09,13.36,39.87,23.48,46.43,40.91,78.32,66.23,77.97,60.24,71.85,25.92,25.41,22.01,0,20.11581509
1561952160000,0,54,5227.2,42.07,13.79,39.85,29.09,46.35,40.99,75.9,67.39,78.25,58.77,71.77,25.93,25.46,22,0,19.44741537
1561952220000,0,57.5,5267.3,42.07,13.84,40.01,35.2,46.31,40.94,73.85,68.45,78.05,56.9,71.85,25.89,25.45,21.96,0,18.76453894
1561952280000,0,61,5305.8,42.02,14.2,39.91,40.5,46.13,40.98,78.35,69.43,78.24,58.8,72.04,25.89,25.33,21.97,0,18.76523418
1561952340000,0,59,5347.8,42.01,14.37,39.79,44.65,46.11,41.06,76.03,70.39,78.52,62.54,72.26,25.91,25.32,22,1,20.77008085
1561952400000,0,60,5386.3,41.94,14.33,39.78,46.62,45.98,40.91,76.61,71.3,79.2,63.15,72.79,25.88,25.36,21.96,0,22.03723038
1561952460000,0,61,5420.4,41.9,14.59,39.6,44.11,45.96,41.05,70.58,71.95,79.42,60.56,72.83,25.86,25.44,21.95,0,20.77024937
1561952520000,0,48,5451.2,41.85,14.23,39.66,40.92,45.85,40.86,75.77,72.37,79.1,59.28,72.87,25.94,25.51,22,0,19.44805207
1561952580000,0,49.5,5487,41.83,14.51,39.73,35.59,45.73,41.01,70.82,72.36,79.32,60.06,72.8,25.89,25.4,21.97,0,18.76470053
1561952640000,0,51,5530.5,41.85,14.55,39.8,29,45.73,40.89,73.72,71.49,79.42,61.42,72.81,25.94,25.54,22.02,0,18.76476728
1561952700000,0,65,5573.2,41.83,14.57,39.76,22.24,45.79,41.09,69.54,70.7,79.37,59.77,72.78,25.94,25.48,22.03,1,21.40990865
1561952760000,0,64,5615.1,41.96,14.38,39.81,15.87,45.86,41.16,69.07,69.49,78.79,57.27,72.48,25.94,25.55,21.99,0,22.03718598
1561952820000,0,63,5659,41.83,14.24,39.63,10.9,45.91,41.05,72.23,68.81,78.38,56.29,72.15,25.89,25.42,21.94,0,20.76941916
1561952880000,0,67,5698.8,41.88,14.24,39.82,8.51,46.2,40.98,74.58,68.19,78.23,58.02,72,25.88,25.44,21.95,0,19.44743524
1561952940000,0,62,5738,41.92,14.19,40.08,8.88,46.19,40.99,72.94,68.04,78.24,61.17,71.99,25.87,25.4,21.96,0,18.76481063
1561953000000,0,57,5780.4,41.98,13.87,39.93,10.99,46.3,41.07,73.51,67.94,78.54,62.08,72.43,25.89,25.35,21.96,0,18.06741534
1561953060000,0,62,5816.7,41.99,13.71,39.94,14.5,46.45,41.06,73.16,68.24,78.78,60.25,72.34,25.89,25.38,21.94,1,22.03716066
1561953120000,0,56.5,5850.9,41.94,13.72,39.98,19.19,46.51,40.92,73.74,68.55,78.71,58.58,72.38,25.85,25.35,21.93,0,21.4104993
1561953180000,0,51,5884.8,42.13,13.48,40.14,24.63,46.59,40.97,71.81,68.89,79.03,58,72.51,25.92,25.46,21.99,0,20.11636287
1561953240000,0,51,5920.7,42.13,13.55,40.34,31.09,46.38,41,73.32,69.78,79.14,58.73,72.53,25.93,25.53,21.97,0,19.44817946
1561953300000,0,55,5960.3,42.23,13.88,40.58,37.26,46.36,41.09,73.3,70.7,78.64,60.26,72.23,25.85,25.49,21.88,0,18.76464432
1561953360000,0,59,6007.1,42.23,14.21,40.49,42.3,46.08,41.05,68.73,71.01,78.84,61.65,72.42,25.84,25.38,21.88,0,18.06748019
1561953420000,0,73,6059.6,42.32,14.51,40.65,45.2,46.14,41,70.66,71.59,79.11,60.86,72.57,25.85,25.41,21.88,1,22.65205904
1561953480000,0,75.5,6112.8,42.38,14.6,40.65,45.5,45.9,41,69.08,71.94,79.13,57.59,72.72,25.88,25.38,21.92,0,21.41007032
1561953540000,0,78,6162.5,42.48,14.77,40.33,43.81,45.81,41.01,69.68,71.52,79.07,57.03,72.38,25.96,25.48,22.02,0,20.11605448
1561953600000,0,70,6207,42.49,14.84,40.31,40.51,45.83,40.97,69.4,70.92,78.72,60.42,72.31,25.98,25.53,22.04,0,19.44762063
1561953660000,0,74.5,6261.5,42.68,15.01,40.38,35.53,45.9,41.24,69,69.91,78.93,63.46,72.51,25.99,25.5,22.06,0,18.76472086
1561953720000,0,79,6315.2,42.51,14.94,40.15,29.09,45.72,41,66.56,69.19,79.28,62.81,72.63,25.98,25.48,22.03,1,21.41069058
1561953780000,0,81,6368.5,42.48,14.65,40.03,22.22,45.86,40.88,65.13,68.55,78.74,58.82,72.61,25.94,25.33,22.01,0,22.03715104
1561953840000,0,78.5,6419.9,42.46,14.69,40.02,15.73,45.76,41.03,62.38,68,78.5,57.68,72.48,25.98,25.39,22.06,0,20.76974182
1561953900000,0,76,6479,42.3,14.47,39.63,11.88,46.02,40.88,62.52,67.9,78.76,59.79,72.45,26.04,25.67,22.08,0,19.44775195
1561953960000,0,92,6548.6,42.38,13.94,39.68,9.32,46.15,41.06,62.01,68.05,78.91,61.35,72.6,26.06,25.63,22.12,0,18.76530192
1561954020000,0,93,6604.5,42.4,13.6,39.87,8.62,46.29,41.12,67.36,68.47,78.97,59.41,72.47,25.97,25.52,22.04,0,18.06682052
1561954080000,0,94,6653.1,42.33,13.75,39.84,10.16,46.39,40.97,64.01,68.81,78.61,57.01,72.32,26.02,25.59,22.09,1,21.41067088
1561954140000,0,77,6703.2,42.33,13.89,39.83,13.65,46.49,41.01,67.7,69.33,79.02,55.84,72.25,25.98,25.54,22.04,0,21.4099752
1561954200000,0,74,6752.7,42.24,13.85,39.83,18.92,46.36,41.03,67.01,70.13,77.94,57.36,71.9,25.94,25.52,22,0,20.11602465
1561954260000,0,71,6792.5,42.2,13.96,39.83,25.38,46.61,40.91,67.27,70.57,78.38,61.52,72.02,25.89,25.43,21.97,0,19.44771315
1561954320000,0,60,6832.4,42.15,14.02,39.88,32.23,46.37,41,67.51,71.29,78.7,64.43,72.31,25.93,25.53,21.99,0,18.7653959
1561954380000,0,59.5,6871.6,42.12,13.95,39.79,37.71,46.38,41.02,69.18,71.5,79.23,63.5,72.56,25.97,25.64,22.03,1,20.11576656
1561954440000,0,59,6916,42.13,14.1,39.86,41.15,46.27,41.08,65.13,71.77,79.38,59.86,72.72,25.95,25.36,22.02,0,22.6520325
1561954500000,0,65,6958.2,42.07,14.1,39.74,42.69,45.98,41.05,65.72,71.36,79.05,58.88,72.52,25.93,25.45,22,0,20.76979228
1561954560000,0,63.5,6998.7,42.1,14.52,39.86,42.43,46.14,41.06,66.64,70.41,79.08,60.71,72.6,25.95,25.59,22.01,0,19.44816485
1561954620000,0,62,7040.5,42.09,14.55,39.78,40.33,45.78,41.24,64.19,70.29,78.98,61.11,72.62,25.9,25.4,21.96,0,18.76534019
1561954680000,0,61,7074.2,42.15,14.47,39.89,36.32,45.96,41.15,64.56,69.41,78.69,59.19,72.54,25.94,25.5,22,1,18.06706117
1561954740000,0,57,7112.6,42.03,14.61,39.99,31.16,45.95,40.84,64.98,68.35,78.93,58,72.55,25.96,25.4,22.04,0,23.25475645
1561954800000,0,53,7153.8,42.1,14.68,40.17,26.62,45.71,40.88,66.98,68.11,78.9,57.09,72.34,25.93,25.49,21.97,0,20.77028103
1561954860000,0,65,7199.1,42.11,14.86,40.19,22.41,45.85,41.09,62.16,68.01,78.49,56.41,72.06,25.88,25.46,21.94,0,20.11590552
1561954920000,0,65.5,7241.8,42.17,14.14,40.08,19,45.98,40.88,61.45,68.11,78.27,57.67,71.91,25.94,25.55,22,0,18.76451242
1561954980000,0,66,7287.4,42.32,14.37,40.32,17.01,46.1,41.02,57.93,68.29,78.41,59.71,71.95,25.93,25.45,21.97,0,18.06721701
1561955040000,0,68,7338.7,42.28,13.95,40.17,16.56,46.16,41.09,61.16,68.87,78.24,61.45,72.02,25.91,25.44,21.97,1,21.40981474
1561955100000,0,71,7383.9,42.28,14.17,40.03,17.3,46.16,41.1,58.63,69.65,78.59,61.14,72.2,25.91,25.44,21.97,0,21.40972674
1561955160000,0,74,7426.1,42.26,13.93,40.01,18.22,46.22,40.99,58.66,70.24,78.54,59.96,72.26,25.94,25.5,22,0,20.11568938
1561955220000,0,65,7471.3,42.25,13.86,40.22,20.43,46.2,41.06,57.46,70.88,78.33,61.02,72.25,25.86,25.31,21.92,0,19.44799144
1561955280000,0,68.5,7521.1,42.3,14.09,40.14,23.47,46.34,41.07,58.56,71.15,79.19,62.69,72.77,25.88,25.44,21.93,0,18.06687542
1561955340000,0,72,7565.2,42.27,13.91,40.08,26.72,46.38,41.04,58.49,71.28,79.01,62.24,72.71,25.94,25.43,22.01,1,22.65236313
1561955400000,0,64,7610,42.25,14.15,40.09,28.69,46.27,41.03,52.53,71.22,79.42,59.4,72.85,25.91,25.37,21.98,0,21.40999451
1561955460000,0,67,7656,42.22,14.18,39.97,31.37,46.14,40.88,58.94,70.68,79.01,57.54,72.64,25.95,25.55,22.02,0,20.11585479
1561955520000,0,70,7701.5,42.15,14.33,40.06,33.37,46.09,41,54.01,70.28,78.78,57.63,72.39,25.93,25.47,22,0,18.76473736
1561955580000,0,68,7750.1,42.22,14.06,40.22,35.19,46.17,40.99,52.97,69.67,78.58,58.73,72.34,25.9,25.38,21.95,0,18.06681971
1561955640000,0,71.5,7798.2,42.31,14.22,40.23,36.55,46.06,41.02,52.95,69.73,78.51,59.57,72.14,25.9,25.37,21.96,1,20.769919
1561955700000,0,75,7846.8,42.28,14.45,40.33,35.65,45.99,40.9,53.52,69.51,78.33,59.68,72.02,25.89,25.37,21.97,0,22.03752413
1561955760000,0,71,7895.3,42.32,14.47,40.32,34.34,45.92,41.02,55.93,69.35,78.73,59.25,72.26,25.92,25.42,21.97,0,20.11590316
1561955820000,0,73,7944.1,42.35,14.49,40.3,32.41,45.95,41,53.39,68.85,78.53,59.52,72.24,25.9,25.5,21.95,0,19.44736792
1561955880000,0,75,7995.9,42.42,14.75,40.42,29.76,45.89,41.03,51.92,68.95,78.62,60.57,72.17,25.89,25.37,21.92,0,18.06661426
1561955940000,0,77,8048.1,42.38,14.74,40.39,26.93,46.13,41,52.91,68.62,79.13,61.02,72.44,25.87,25.41,21.9,1,22.03731719
1561956000000,0,76.5,8097.5,42.32,14.66,40.11,23.62,45.97,41.07,49.11,68.68,78.57,60.54,72.35,25.86,25.4,21.92,0,21.40993926
1561956060000,0,76,8146.4,42.29,14.57,39.98,21.19,45.9,41.03,50.7,69,78.61,60.23,72.51,25.92,25.48,21.97,0,20.1161099
1561956120000,0,70,8188.3,42.23,14.3,39.9,19.41,46,41,49.14,69.43,78.99,60.45,72.43,25.93,25.53,21.98,0,18.76538158
1561956180000,0,68,8233.6,42.26,13.98,39.83,18.86,46.27,41.13,51.51,70.23,78.65,59.96,72.3,25.96,25.5,22.03,1,18.06710527
1561956240000,0,66,8287.4,42.15,13.76,39.55,18.58,46.19,40.99,47.04,70.68,78.79,58.77,72.49,26,25.48,22.08,1,23.25442526
1561956300000,0,81,8338.9,42.17,13.8,39.83,19.3,46.21,41.04,47.83,71.17,78.77,58.07,72.46,25.96,25.47,22.04,0,20.76967478
1561956360000,0,72.5,8377.6,42.11,13.82,39.89,21.85,46.24,40.96,48,70.91,78.41,58.69,72.23,25.96,25.52,22,0,20.1163012
1561956420000,0,64,8422.1,42.11,14.19,39.88,24.19,46.23,40.98,46.01,70.83,78.51,58.93,72.2,25.97,25.49,22.04,0,18.76456568
1561956480000,0,69,8474.6,42.19,14.17,39.96,27.58,46.17,41.13,51.72,70.79,78.05,59.5,71.87,25.96,25.44,22.03,1,18.76536212
1561956540000,0,71,8520.4,42.23,14.14,40.13,30.7,46.23,41.17,51.14,70.51,78,60.35,71.95,25.93,25.48,22,0,23.2550226
1561956600000,0,73,8567.1,42.31,14.33,40.38,33.36,46.12,41.08,47.6,70.14,78.5,61.49,72.37,25.86,25.37,21.92,0,20.76933506
1561956660000,0,72,8614.9,42.31,14.36,40.59,34.24,46.06,41.01,45.92,69.73,78.95,61.92,72.59,25.82,25.39,21.88,0,19.44812967
1561956720000,0,68.5,8660.9,42.41,14.43,40.56,34.55,45.98,40.97,47.8,69.75,79.18,61.71,72.67,25.85,25.42,21.87,0,18.7645629
1561956780000,0,65,8714.4,42.38,14.27,40.44,33.81,46.19,40.93,48.01,69.16,79.18,60.67,72.9,25.88,25.45,21.89,1,20.115406
1561956840000,0,78,8756.6,42.43,14.32,40.09,31.63,46.19,41,45.06,69.13,79.32,60.02,72.89,25.94,25.52,21.99,0,22.65160846
1561956900000,0,73.5,8804.1,42.37,14.59,39.95,28.83,45.95,41,42.53,69.44,78.8,59.59,72.51,25.95,25.46,22.02,0,20.11604138
1561956960000,0,69,8853.8,42.47,14.66,40.15,25.97,46,41.23,48.31,69.5,78.92,59.7,72.65,25.98,25.56,22.04,0,19.44780106
1561957020000,0,73,8903.9,42.31,14.43,40.06,23.85,45.96,41.07,44.29,69.24,78.96,59.72,72.61,25.9,25.37,21.95,0,18.76497
1561957080000,0,78.5,8961.1,42.35,14.15,39.9,22.21,46.14,40.94,43.41,69.35,79.14,57.64,72.59,25.95,25.43,22.02,1,21.4101216
1561957140000,0,84,9011.6,42.29,14.15,40.03,21.88,46.2,40.94,39.43,69.92,78.54,55.37,72.13,26,25.51,22.05,0,22.03732529
1561957200000,0,73,9056.1,42.4,14.21,40.19,22.9,46.2,41.05,42.36,70.61,77.88,56.43,71.67,25.96,25.4,22,0,20.11573264
1561957260000,0,71,9103.2,42.37,13.83,40.19,24,46.19,40.93,41.41,71.07,77.89,60.16,71.83,25.91,25.52,21.96,0,18.765165
1561957320000,0,69,9146.9,42.41,14.35,40.28,25.65,46.23,41.04,41.98,71.06,78.93,63.14,72.56,25.88,25.41,21.96,0,18.06689936
1561957380000,0,64,9191.4,42.43,14.33,40.32,26.92,46.15,41.09,40.51,70.97,79.41,62.32,72.71,25.92,25.4,22,1,22.03761814
1561957440000,0,63,9231.9,42.43,14.24,40.51,27.28,46.17,40.97,40.83,70.73,79.16,59.9,72.77,25.88,25.34,21.9,0,21.40984503
1561957500000,0,62,9277.2,42.44,14.44,40.49,28.14,46.2,40.96,40.62,70.05,79.57,59.6,72.83,25.9,25.46,21.95,0,19.4475292
1561957560000,0,71,9334.3,42.52,14.46,40.33,29.14,46.12,41.14,40.04,69.13,79.39,61.95,73.01,25.99,25.45,22.04,0,18.76549788
1561957620000,0,81.5,9393.7,42.48,14.43,40.11,29.67,46.16,41.13,39.68,68.5,79.84,62.76,73.12,25.96,25.52,22.02,1,18.06681565
1561957680000,0,92,9450.5,42.48,14.13,40.12,29.18,46.28,41.02,41.17,67.94,79.64,59.65,73.21,25.99,25.6,22.04,1,22.65208113
1561957740000,0,85,9501.8,42.43,14.05,40.13,29.44,46.06,40.92,34.84,67.73,79.01,56.23,72.75,25.94,25.48,21.99,0,20.76934885
1561957800000,0,79.5,9552,42.43,14.01,39.88,29.34,46.08,40.96,32.58,68.43,78.67,55.44,72.35,26.03,25.61,22.08,0,19.44798614
1561957860000,0,74,9598.2,42.41,14.08,40.01,28.94,46.09,41.08,35.79,69.25,78.23,56.28,72.13,26.01,25.58,22.08,0,18.7651951
1561957920000,0,73,9642.4,42.41,14.4,39.95,29.78,45.98,41.01,38.35,69.95,78.49,59.28,72.01,25.95,25.53,22,1,22.03710738
1561957980000,0,67.5,9688.9,42.51,14.44,40.14,30.2,46.06,41.2,32.51,70.54,78.73,60.35,72.28,25.96,25.49,22.01,0,21.41029314
1561958040000,0,62,9745.4,42.45,14.22,40.39,30.54,46.09,40.98,31.61,71.47,78.63,58.14,72.05,25.94,25.54,21.96,0,20.11571075
1561958100000,0,84,9797.1,42.51,14.52,40.27,29.91,46.1,40.91,30.45,71.76,78.26,57.69,72.08,25.98,25.5,22.04,0,18.76527697
1561958160000,0,81,9848.9,42.58,14.18,40.44,29.18,46.23,41.09,35.35,72.26,78.94,61.21,72.57,25.94,25.49,22,0,18.06690696
1561958220000,0,78,9898.3,42.47,14.38,40.31,27.37,46.11,40.91,36.04,71.94,79.37,65.75,72.76,25.95,25.5,22.02,1,22.65233573
1561958280000,0,75,9948.1,42.52,14.52,40.16,25.43,46.16,41.06,34.27,71.53,80.28,65.88,73.37,25.97,25.32,22.05,0,20.769631
1561958340000,0,76.5,9999.8,42.51,14.31,40.04,22.35,46.12,41.09,34.4,70.41,80.12,61.73,73.45,25.97,25.42,22.05,0,19.44795277
1561958400000,0,78,10046.3,42.36,14.45,40.08,19.57,46.02,40.96,33.62,69.78,80.1,57.51,73.24,25.99,25.42,22.05,0,18.76501704
1561958460000,0,68,10094.6,42.42,14.39,40.15,18.72,46.23,41.03,29.08,68.75,79.37,56.49,72.78,26.01,25.67,22.04,1,21.4103854
1561958520000,0,69.5,10140.4,42.34,14.17,40.04,19.04,46.21,40.98,29.85,68.09,78.81,58.76,72.37,25.94,25.54,21.98,0,21.40997515
1561958580000,0,71,10179.6,42.43,14.15,39.91,19.98,46.33,41.09,27.74,67.31,79.03,59.95,72.43,25.98,25.52,22.05,0,20.11563158
1561958640000,0,61,10226.1,42.39,14.16,39.78,21.94,46.38,41.06,32.16,67.13,78.59,57.43,72.15,26.02,25.44,22.09,0,18.76458029
1561958700000,0,65.5,10270.8,42.32,14.09,39.81,25.11,46.37,41.1,30.92,67.23,78.22,54.41,71.83,25.92,25.4,21.99,0,18.06723073
1561958760000,0,70,10312.5,42.29,13.93,39.85,29.09,46.21,41.03,28.65,67.7,78.12,55.5,71.93,26.01,25.57,22.08,1,22.03743296
1561958820000,0,65,10362.1,42.24,13.84,39.81,33.52,46.14,41.06,26.79,68.7,77.72,60.21,71.8,25.97,25.55,22.02,0,20.76944893
1561958880000,0,68.5,10407.6,42.17,14.15,39.82,36.61,45.94,40.95,25.69,69.83,78.69,63.29,72.48,25.96,25.51,22.02,0,19.44744304
1561958940000,0,72,10454,42.21,14.52,39.91,37.21,46.13,41.02,27.7,70.99,79.32,62.41,72.66,25.95,25.43,22.03,0,18.76523316
1561959000000,0,66,10494,42.18,13.94,39.87,36.24,45.95,41.06,30.22,72.15,79.25,60.06,72.68,25.93,25.47,22,1,20.76964244
1561959060000,0,62.5,10535,42.02,14.34,39.68,34.45,45.99,40.87,28.84,72.76,79.16,60.52,72.78,25.96,25.53,22.05,0,21.41059164
1561959120000,0,59,10581.1,42.1,14.15,39.77,32.23,45.92,41.05,26.18,72.7,79.48,62.15,72.99,25.99,25.54,22.08,0,20.11599222
1561959180000,0,70,10623.1,42.16,13.94,39.87,28.35,45.92,41.13,23.39,72.35,79.57,61.97,72.96,25.95,25.48,22.02,0,18.76472107
1561959240000,0,64,10663.7,42.16,14.14,40.05,24.32,45.91,41.11,28.98,72.04,79.29,59.67,72.83,25.89,25.41,21.98,1,19.44745339
1561959300000,0,58,10706.3,42.14,14.06,40.14,20.33,46.03,41.04,29.58,71.02,79,57.33,72.48,25.83,25.43,21.88,0,22.65200426
1561959360000,0,68,10754.5,42.09,14.03,40.03,17.11,45.78,40.99,28.44,69.47,78.37,57.46,72.19,25.84,25.39,21.9,0,20.11623431
1561959420000,0,65.5,10795,41.99,14.08,40,16.3,45.94,40.88,26,68.25,78.35,58.48,72.23,25.88,25.43,21.95,0,19.44778012
1561959480000,0,63,10833.3,42.13,14.11,40.28,16.39,46.32,41,22.65,67.82,78.16,57.87,72.06,25.86,25.38,21.92,1,18.06653367
1561959540000,0,57,10870.9,42.05,14.19,40.19,18.4,46.19,40.9,21.66,67.51,78.02,57.16,71.98,25.85,25.36,21.91,0,23.25453375
1561959600000,0,58,10908.5,42.15,13.99,40.09,21.59,46.29,41.07,24.79,67.11,78.22,59.29,72.08,25.91,25.49,21.99,0,20.76994743
1561959660000,0,59,10946.5,42.24,13.92,40.08,26.37,46.33,40.97,27.13,67.39,78.79,60.95,72.22,25.9,25.39,21.94,0,19.44761365
1561959720000,0,55,10981,42.16,13.75,39.99,29.69,46.32,41.1,21.99,68.33,78.66,60.47,72.21,25.93,25.4,22.01,0,18.76532663
1561959780000,0,54.5,11017.7,42.02,14,39.91,32.46,46.1,40.9,24.69,69.18,78.8,59.37,72.48,25.92,25.38,22.02,1,18.76482879
1561959840000,0,54,11057.5,42.09,13.63,39.97,35.46,46.17,40.98,26.12,70.23,78.58,60.52,72.34,25.96,25.45,22.03,0,22.65160613
1561959900000,0,56,11088.1,42.1,13.93,39.88,36.64,46.01,40.96,20.94,71.24,79.02,61.26,72.64,25.95,25.46,22.02,0,20.11639892
1561959960000,0,49,11117.1,42.08,14.23,39.91,36.81,46.11,41,23.9,71.9,79.34,60.11,72.65,25.93,25.41,22.01,0,18.76460529
1561960020000,0,42,11155,42.06,14.43,39.93,35.65,45.91,40.98,22.03,72.4,78.91,58.16,72.55,25.88,25.39,21.97,1,18.0671977
1561960080000,0,53,11191.8,42.06,14.41,39.87,33.83,46.02,40.96,20.07,72.36,78.56,57.23,72.4,25.87,25.43,21.97,1,22.6521109
1561960140000,0,55,11226.1,42.03,14.82,39.93,32.36,46.1,40.99,24.17,71.85,78.83,58.06,72.19,25.91,25.32,22,0,20.76947577
1561960200000,0,57,11259.5,42.09,14.18,39.93,29.46,45.82,41.09,18.44,71.04,78.39,58.78,71.98,25.95,25.56,22.01,0,19.44737039
1561960260000,0,53,11300.8,42.01,14.15,39.97,26.74,46.03,40.89,22.05,70,78.26,59.49,71.87,25.91,25.37,22,0,18.06705393
1561960320000,0,58,11341.5,41.98,14.46,39.94,24.1,46.12,40.92,22.33,69.4,78.1,59.27,71.9,25.86,25.4,21.95,1,21.41014124
1561960380000,0,63,11377.2,42.07,13.93,40.06,21.72,46.09,41.08,21.52,68.39,78.22,60.61,71.98,25.95,25.55,22.01,0,21.40974189
1561960440000,0,57,11422,42.15,14.17,40.19,18.97,46.12,41.11,19.58,67.95,78.97,61.61,72.35,25.88,25.39,21.97,0,19.44745113
1561960500000,0,61,11465.4,42.15,14.17,40.08,18,46.12,41.08,21.62,68.02,78.84,60.74,72.28,25.91,25.53,21.96,0,18.76474566
1561960560000,0,65,11505.7,42.26,14.24,40.1,17.85,46.23,41.23,16.83,67.96,78.46,59.98,72.24,25.87,25.35,21.96,1,20.11559149
