time,ALARM.PERIOD,ALARM.TOTAL,C01.MV,C01.PV,C01.SV,C02.MV,C02.PV,C02.SV,C03.MV,C03.PV,C03.SV,C04.MV,C04.PV,C04.SV,C05.MV,C05.PV,C05.SV,C06.MV,C06.PV,C06.SV,C07.MV,C07.PV,C07.SV,C08.MV,C08.PV,C08.SV,C09.MV,C09.PV,C09.SV,C10.MV,C10.PV,C10.SV,C11.MV,C11.PV,C11.SV,C12.MV,C12.PV,C12.SV,C13.MV,C13.PV,C13.SV,C14.MV,C14.PV,C14.SV,C15.MV,C15.PV,C15.SV,C16.MV,C16.PV,C16.SV,C17.MV,C17.PV,C17.SV,C18.MV,C18.PV,C18.SV,C19.MV,C19.PV,C19.SV,C20.MV,C20.PV,C20.SV,FI105.F,FI106.F,FI107.F,FI202.F,FI252.F,FI307.F,FI308.F,FI310.F,FI406.F,FIC101.MV,FIC101.PV,FIC101.SV,FIC102.MV,FIC102.PV,FIC102.SV,FIC103.MV,FIC103.PV,FIC103.SV,FIC201.MV,FIC201.PV,FIC201.SV,FIC251.MV,FIC251.PV,FIC251.SV,FIC301.MV,FIC301.PV,FIC301.SV,FIC302.MV,FIC302.PV,FIC302.SV,FIC303.MV,FIC303.PV,FIC303.SV,FIC304.MV,FIC304.PV,FIC304.SV,FIC305.MV,FIC305.PV,FIC305.SV,FIC306.MV,FIC306.PV,FIC306.SV,FIC401.MV,FIC401.PV,FIC401.SV,FIC402.MV,FIC402.PV,FIC402.SV,FIC403.MV,FIC403.PV,FIC403.SV,FIC404.MV,FIC404.PV,FIC404.SV,FIC405.MV,FIC405.PV,FIC405.SV,LIC101.MV,LIC101.PV,LIC101.SV,LIC102.MV,LIC102.PV,LIC102.SV,LIC201.MV,LIC201.PV,LIC201.SV,LIC251.MV,LIC251.PV,LIC251.SV,LIC301.MV,LIC301.PV,LIC301.SV,LIC401.MV,LIC401.PV,LIC401.SV,LIC402.MV,LIC402.PV,LIC402.SV,LIC402B.MV,LIC402B.PV,LIC402B.SV,LIC403.MV,LIC403.PV,LIC403.SV,MERIT.V01,MERIT.V02,MERIT.V06,MONITOR.Abnormal,OPERATE.PERIOD,OPERATE.TOTAL,PI106.P,PIC101.MV,PIC101.PV,PIC101.SV,PIC102.MV,PIC102.PV,PIC102.SV,PIC201.MV,PIC201.PV,PIC201.SV,PIC301.MV,PIC301.PV,PIC301.SV,PIC401.MV,PIC401.PV,PIC401.SV,QI101.Q,QI101.Qs,QI102.Q,QI102.Qs,QI103.Q,QI103.Qs,QI104.Q,QI104.Qs,QI105.Q,QI105.Qs,QI106.Q,QI106.Qs,QI301.Q,QI301.Qs,QI302.Q,QI302.Qs,QI401.Q,QI401.Qs,QI402.Q,QI402.Qs,QI403.Q,QI403.Qs,QI404.Q,QI404.Qs,QI405.Q,QI405.Qs,QIC101.MV,QIC101.PV,QIC101.SV,QIC102.MV,QIC102.PV,QIC102.SV,QIC103.MV,QIC103.PV,QIC103.SV,QIC104.MV,QIC104.PV,QIC104.SV,QIC105.MV,QIC105.PV,QIC105.SV,QIC401.MV,QIC401.PV,QIC401.SV,TI101.T,TI105.T,TI106.T,TIC102.MV,TIC102.PV,TIC102.SV,TIC103.MV,TIC103.PV,TIC103.SV,TIC104.MV,TIC104.PV,TIC104.SV,TIC201.MV,TIC201.PV,TIC201.SV,TIC202.MV,TIC202.PV,TIC202.SV,TIC301.MV,TIC301.PV,TIC301.SV,TIC302.MV,TIC302.PV,TIC302.SV,TIC401.MV,TIC401.PV,TIC401.SV,TIC402.MV,TIC402.PV,TIC402.SV
1562094440000,0,27,52.69289443,0,0,24.95817852,0,0,77.60994405,0,0,0,0,0,49.50199806,0,0,53.82642103,0,0,24.85934679,0,0,45.7295785,0,0,41.1367913,0,0,68.93531701,0,0,68.7334082,0,0,100,0,0,100,0,0,77.59028502,0,0,73.13265883,0,0,72.83816996,0,0,71.72596034,0,0,75.01502862,0,0,0,0,0,0,0,0,25.91253998,25.25245787,21.09282972,21.81762546,10.27957795,0.102326908,21.11022416,12.35551022,0.960874994,52.73096566,0.986407747,0.989090728,24.91761182,7.605600698,7.608618632,77.60148418,1.426721966,1.426694725,53.83277147,7.980832913,7.980752617,24.86288873,2.324384425,2.324358718,45.93699707,2.589509775,2.6,41.25104612,51.4705876,51.65,68.7347184,6.493274316,6.527650151,68.75610497,4.371519096,4.371504338,100,11.82683809,11.83814962,100,9.453633447,9.457802579,77.35532584,7.508849709,7.49965764,73.27633658,4.254102709,4.254050863,72.83470082,25.29958219,25.3,71.70246769,7.415291246,7.415348223,0,0,0,34.08480044,59.86732105,60,20.04453786,60.39677113,60,53.83524944,50.18049279,50,24.85334057,50.67807963,50,68.75023058,49.59288763,50,71.70933701,51.01163271,50,72.83563305,48.93632964,48.93559395,73.25762402,48.93632964,50,79.48315546,49.75849736,50,1927.283753,411.8762529,1946.275683,0,0,0,785.8766713,77.60625789,885.7420623,885,31.27911241,296.3081732,295.9920442,91.48450844,620.6995984,620,68.77113919,892.7076808,892.7189262,33.14300262,124.2480045,124.1,7.514902275,7.488509895,0.423625,0.40702671,21.24975,21.41759503,58.370625,58.30742643,11.062125,11.09527216,4.924141811,4.920972331,26.496875,26.47220739,0.50425,0.501290951,10.556125,10.7687449,4.07958375,4.681359555,3.915625,3.92048253,456.012625,450.9530885,455.84275,450.9528272,49.50078366,7.515519825,7.5,100,0.423625,0.423625,65.27091401,21.24975,21.6,0,58.370625,58.370625,0,11.062125,11.062125,75.01462111,10.556125,10.556125,94.92799005,156.562789,203.319571,34.86585227,148.2221444,148.5,59.25332824,158.9482968,158.9,65.34935688,136.0270867,136,73.55444884,44.65317578,44.5,0,70.02877833,70.02889823,61.26020233,25.24986659,25,47.72041985,24.73990605,25,75.01457352,117.2206359,117,50.35552909,48.51623796,49.71277766
1562094500000,0,27,52.72155665,0,0,24.67621815,0,0,77.60797147,0,0,0,0,0,49.6399823,0,0,53.84256856,0,0,24.7724392,0,0,45.96549371,0,0,41.02667362,0,0,71.55163947,0,0,68.48414758,0,0,100,0,0,100,0,0,77.31121165,0,0,70.47051379,0,0,72.88176352,0,0,71.05489894,0,0,75.11844392,0,0,0,0,0,0,0,0,25.94438905,25.40321023,21.11856951,21.84837834,10.27751638,0.104406571,21.29771256,12.31899888,0.93524403,52.77850883,0.987604786,0.992677465,24.71870621,7.620413582,7.603900504,77.60663761,1.425746344,1.425861967,53.82731323,7.982013108,7.981748963,24.79210298,2.312693385,2.312691835,45.86770418,2.600738674,2.6,41.22391684,51.56202581,51.65,71.8135867,6.755091512,6.750679293,68.46797362,4.337065501,4.337072335,100,11.7547604,11.74493412,100,9.426256172,9.443075393,77.58872557,7.493572471,7.512689076,70.52815588,4.103437242,4.103456244,72.88060449,25.29960074,25.3,71.13964925,7.394042342,7.393985373,0,0,0,34.10488101,59.98673915,60,19.93851674,60.02640959,60,53.82852584,50.04945476,50,24.79357219,50.09822757,50,68.47823947,49.99614989,50,71.11987036,49.37515991,50,72.88058155,48.38416256,48.38440413,70.50940095,48.38416256,50,78.54599812,49.3215492,50,1857.95231,342.5049801,1795.719144,0,0,0,786.1578696,77.60929666,884.9527318,885,31.13432609,296.9936551,298.8641211,91.49779334,619.5680777,620,71.72308663,892.6609572,892.6171627,32.84055846,124.3613401,124.1,7.505732604,7.49084852,0.452875,0.406941733,21.483,21.46932253,58.391,58.3917049,11.083125,11.04206515,4.907259644,4.906698652,26.491,26.46438654,0.505,0.49980905,11.432,10.7686015,4.39673375,4.626437354,3.916875,3.928780789,452.474625,452.1546891,452.3515,452.1463655,49.54160163,7.505353431,7.5,100,0.452875,0.452875,67.50490374,21.483,21.6,0,58.391,58.391,0,11.083125,11.083125,75.11885979,11.432,11.432,94.85089991,156.6718689,203.3170134,34.63123644,148.6333435,148.5,59.32480883,158.9099476,158.9,65.18860735,135.9753011,136,74.07780043,44.61997374,44.5,0,70.5545924,70.56128934,62.55548239,25.18884116,25,48.24062215,25.15939928,25,75.11888704,116.6495163,117,49.10937128,49.39777835,49.2579772
1562094560000,0,27,52.74672528,0,0,24.53616494,0,0,77.63679975,0,0,0,0,0,49.80443022,0,0,53.85832802,0,0,25.29237597,0,0,46.07253218,0,0,41.04442602,0,0,70.48403129,0,0,68.95853882,0,0,100,0,0,100,0,0,77.38579125,0,0,69.1551591,0,0,72.75145599,0,0,69.46320405,0,0,75.02907683,0,0,0,0,0,0,0,0,25.91353103,25.41006368,21.06912857,21.78687988,10.29078579,0.104645635,21.21404784,12.35151012,0.899964761,52.75957701,0.995279318,0.996438303,24.74845288,7.579393955,7.616774841,77.63924456,1.428282294,1.428300887,53.84687906,7.997268017,7.996545032,25.27166965,2.33611231,2.336126317,46.09602945,2.588207508,2.6,40.98855186,51.6590848,51.65,70.44727444,6.646205907,6.645371537,68.95340407,4.355665757,4.355649049,100,11.72479091,11.73512741,100,9.390509708,9.374695103,77.38254236,7.504728296,7.502965514,69.17851975,4.012945113,4.011814604,72.77133526,25.30417815,25.3,69.52131278,7.223804186,7.223792272,0,0,0,33.9284305,60.08752544,60,20.7248241,59.66272196,60,53.86324958,49.94706542,50,25.25439665,49.44630909,50,68.95992953,50.30383191,50,69.51166688,48.96164601,50,72.7690325,49.06377489,49.06446537,69.18399566,49.06377489,50,77.6365211,49.43785468,50,1761.602066,246.154736,1699.373366,0,0,0,785.5251224,77.64882383,883.5101763,885,31.1348482,297.4911195,299.5969482,91.43658854,620.5613027,620,70.42852596,890.4722888,890.4591821,32.67360075,124.1308255,124.1,7.458306308,7.469459686,0.42475,0.410643757,21.39525,21.44179768,58.367875,58.3657584,11.089125,11.10193625,4.87011755,4.869071826,26.47375,26.47920149,0.499625,0.504708857,11.14625,10.74012468,4.680615,4.396111954,3.92375,3.929491143,451.3885,453.9934324,451.432875,453.9893742,49.86413411,7.445911627,7.5,100,0.424754772,0.42475,66.5078113,21.39524268,21.6,0,58.36786784,58.367875,0,11.08912789,11.089125,75.02937195,11.14627524,11.14625,94.53558142,156.7213689,203.2629189,34.25992112,148.8781318,148.5,59.91951413,158.6780324,158.9,65.06645852,136.4922864,136,73.53699475,44.16012953,44.5,0,70.88191064,70.88182017,61.71095369,24.77751393,25,49.08368796,25.43509019,25,75.02939547,117.181108,117,50.18225282,49.34490592,49.01018242
1562094620000,0,27,52.83422825,0,0,24.29682516,0,0,77.64147741,0,0,0,0,0,49.88376933,0,0,53.75935795,0,0,26.8834389,0,0,45.89113444,0,0,41.14000376,0,0,70.0639161,0,0,69.63976899,0,0,100,0,0,100,0,0,77.47510354,0,0,69.71291989,0,0,72.34539076,0,0,68.97276469,0,0,75.03727209,0,0,0,0,0,0,0,0,25.92410961,25.40300491,21.07403508,21.86235866,10.23630861,0.104659981,21.23005064,12.39297769,0.891004555,52.81565165,0.98952166,0.994438203,24.3681172,7.637528192,7.612803872,77.61879004,1.427485363,1.427500747,53.75924726,7.994702971,7.995163598,26.80708857,2.457491257,2.457556554,45.86002063,2.599665576,2.6,40.95906172,51.76832328,51.65,70.18352696,6.615703144,6.593496172,69.60138196,4.394691706,4.394598136,100,11.7626152,11.78122942,100,9.406196616,9.405191053,77.56380307,7.496870716,7.503792293,69.62907679,4.034699338,4.034718123,72.34866729,25.30180712,25.3,68.96358055,7.173414837,7.173445172,0,0,0,33.5866735,60.16389701,60,20.5310058,60.16568488,60,53.7572898,49.94179187,50,26.8313934,48.92309448,50,69.610509,50.52728116,50,68.96499749,49.76622371,50,72.34815992,50.59279977,50.59352828,69.64171281,50.59279977,50,77.39637382,49.93977617,50,1672.5859,157.1435869,1648.62847,0,0,0,785.8010774,77.62210763,885.2828449,885,31.27327111,296.5385131,296.0362801,91.38861516,619.2533886,620,70.17594151,890.6781929,890.662319,32.57337071,124.2167025,124.1,7.473691611,7.464375355,0.418666667,0.40902708,21.35133333,21.4465726,58.37933333,58.39501972,11.087,11.07193883,4.881825188,4.88162257,26.47266667,26.45529928,0.500666667,0.5027487,10.998,10.79537482,4.556936667,4.301888046,3.929333333,3.927352786,452.9123333,454.2811767,452.9383333,454.2776436,49.76589808,7.473526391,7.5,100,0.418666667,0.418666667,65.93105012,21.35133333,21.6,0,58.37933333,58.37933333,0,11.087,11.087,75.03764923,10.998,10.998,94.40605191,156.6456772,203.2590128,34.90361748,147.9587126,148.5,59.20337321,158.9727598,158.9,64.69359672,135.7675016,136,72.94581454,44.0288154,44.5,0,69.83222105,69.83226841,60.95746937,24.65822107,25,47.90834247,24.42730262,25,75.03768495,117.0685843,117,50.44285349,49.27511889,48.85863541
1562094680000,0,27,52.82310411,0,0,24.17533913,0,0,77.67603039,0,0,0,0,0,50.02949883,0,0,53.55420222,0,0,29.26956308,0,0,45.90596734,0,0,41.11124513,0,0,69.218187,0,0,70.64767291,0,0,100,0,0,100,0,0,77.30238738,0,0,71.81603826,0,0,72.3137391,0,0,70.06149094,0,0,74.98562635,0,0,0,0,0,0,0,0,25.87716985,25.37270685,21.00123992,21.73543424,10.20154659,0.105602829,21.0775451,12.44360676,0.897139834,52.91103419,0.991962375,1.002242113,24.48795915,7.620129677,7.634396629,77.68961448,1.43152396,1.431481138,53.57109509,7.987576739,7.989100429,29.14436248,2.664244517,2.664353711,46.00121844,2.598934074,2.6,41.08240195,51.68321057,51.65,69.20207073,6.512823201,6.556484506,70.60787325,4.456761527,4.456788329,100,11.79492006,11.8038403,100,9.435949708,9.443084039,77.44644243,7.491505164,7.498578519,71.7680018,4.14842337,4.149122029,72.31463239,25.3003362,25.3,69.97832904,7.23512186,7.235229298,0,0,0,33.28916042,60.13386483,60,20.65177888,59.77283737,60,53.58532036,49.90317007,50,29.1417746,48.47956968,50,70.616806,50.56540937,50,69.99089027,50.95395984,50,72.31459009,51.58422382,51.58436124,71.80472594,51.58408388,50,77.99461963,50.48296909,50,1643.22418,127.74738,1633.95058,0,0,0,784.8856171,77.68953499,882.8688452,885,31.57308164,296.5824483,299.3853718,91.24103282,620.602622,620,69.20709657,891.1705103,891.1256168,32.4877813,124.0853544,124.1,7.437646825,7.432142056,0.429375,0.41447676,21.3365,21.41779778,58.35575,58.35420739,11.159625,11.13547855,4.826035078,4.827059958,26.46225,26.48264994,0.502125,0.510482258,11.209875,10.85881148,4.38132875,4.208969,3.927625,3.92511251,454.1235,456.6812636,454.099875,456.669685,49.99093086,7.43758075,7.5,100,0.429375,0.429375,65.56063673,21.3365,21.6,0,58.35575,58.35575,0,11.159625,11.159625,74.98569414,11.209875,11.209875,95.11764615,156.934726,203.1977068,34.59864395,148.8541354,148.5,59.26752237,158.9060511,158.9,64.96051867,136.2159293,136,72.52779997,44.67256563,44.5,0,70.3858687,70.38584614,60.33971794,25.30893171,25,47.7237197,25.06898213,25,74.9857128,117.3792462,117,51.5121183,48.83842141,48.73193003
1562094740000,0,27,52.80218537,0,0,24.51261501,0,0,77.65583411,0,0,0,0,0,49.90846723,0,0,53.84701978,0,0,30.68642441,0,0,45.89120234,0,0,41.04539434,0,0,70.61293558,0,0,71.59350474,0,0,100,0,0,100,0,0,77.39596501,0,0,75.20146111,0,0,72.42703596,0,0,71.95058389,0,0,75.00865768,0,0,0,0,0,0,0,0,25.9040143,25.37584709,21.07537354,21.90088616,10.16487933,0.103117231,21.29167857,12.48883549,0.931463058,52.83999024,0.998829966,1.000035797,24.30687062,7.634362993,7.612999342,77.66928736,1.427751361,1.427806741,53.83137598,7.974536458,7.973016157,30.63373987,2.792726373,2.792765004,45.86876903,2.602711699,2.6,40.89886789,51.7330255,51.65,70.7071563,6.679016005,6.620658352,71.54358926,4.512432931,4.512442537,100,11.77905262,11.77812439,100,9.428150021,9.434820972,77.22227634,7.513215775,7.500700351,75.07638943,4.337058009,4.337550331,72.41009663,25.2965944,25.3,71.88022986,7.431225546,7.431312168,0,0,0,33.17748492,60.05959958,60,20.15034368,60.3950258,60,53.83499125,50.24847492,50,30.64955089,49.15296478,50,71.56291974,50.74682401,50,71.8917011,51.19372764,50,72.41180443,52.30485611,52.30429827,75.10145326,52.3050624,50,78.97387527,50.64889365,50,1684.79038,169.3736728,1750.384712,0,0,0,785.7983451,77.65336458,885.2396727,885,30.77205755,296.8005311,299.8917814,91.38250458,620.0043302,620,70.64382658,891.6294511,891.6097987,32.48435973,124.1451142,124.1,7.455980845,7.454944953,0.409125,0.408561375,21.409625,21.44388384,58.3615,58.46906379,11.16125,10.94647725,4.890675482,4.89190491,26.456625,26.42430427,0.503875,0.501951574,10.83,11.04576553,4.28772625,4.467186223,3.925875,3.922884095,455.28325,456.9239338,455.322125,456.9217233,49.93519873,7.4598149,7.5,100,0.409125,0.409125,66.20339445,21.409625,21.6,0,58.3615,58.3615,0,11.16125,11.16125,75.00778478,10.83,10.83,94.57729798,156.3179589,203.2409318,34.06753351,148.6902036,148.5,59.9689516,158.6717926,158.9,65.35249308,135.7154512,136,72.69234241,44.30431426,44.5,0,70.91633253,70.91627617,61.38895211,25.03350121,25,49.21713287,25.53325715,25,75.0076936,117.1757917,117,51.74665901,49.22455312,48.72594878
1562094800000,0,27,52.82990729,0,0,24.16530617,0,0,77.65599892,0,0,0,0,0,49.97575035,0,0,53.57585968,0,0,32.74622285,0,0,45.9118783,0,0,41.04106241,0,0,69.07795815,0,0,72.46232245,0,0,100,0,0,100,0,0,77.11185151,0,0,75.066577,0,0,72.8331771,0,0,73.072653,0,0,74.96442502,0,0,0,0,0,0,0,0,25.91819698,25.38211784,21.09357592,21.89215199,10.15642878,0.10487464,21.29504771,12.54942205,0.952655437,52.92817809,0.992480809,0.998148978,24.17316978,7.61883347,7.605032602,77.64561219,1.426023011,1.426055811,53.57116417,7.982689035,7.983055342,32.7040065,2.967721889,2.967756493,45.90256906,2.591718809,2.6,41.11264282,51.60816328,51.65,68.70265811,6.501241172,6.531399087,72.4362144,4.569435799,4.569441613,100,11.74671368,11.75965396,100,9.382157961,9.357435448,77.16602246,7.515159062,7.496237351,75.05929884,4.359791101,4.359728321,72.82544211,25.29802403,25.3,73.04135822,7.546694521,7.54670772,0,0,0,33.20366348,59.98682475,60,20.16461812,59.82805337,60,53.5841928,49.69432075,50,32.69369042,48.41263685,50,72.44393587,50.53816098,50,73.04629116,50.77467794,50,72.82600712,49.42744956,49.43838327,75.11825617,49.42807546,50,79.56697087,50.32956502,50,1714.795907,199.2847285,1652.620662,0,0,0,786.0181428,77.63607055,885.7125444,885,31.85597357,296.6817433,294.2964805,91.48804164,620.1621208,620,68.7695322,891.0773957,891.0881476,32.45328649,124.1119982,124.1,7.473529,7.463343621,0.423875,0.408236701,21.426625,21.43524844,58.3785,58.46918928,11.161125,10.99056686,4.874613124,4.876781852,26.45725,26.42957629,0.5075,0.501808373,11.17275,11.28506397,4.31524875,5.019902571,3.92325,3.921282218,456.93,458.9814712,456.994625,458.9703237,49.82954438,7.486769496,7.5,100,0.42125,0.42125,65.30999365,21.34075,21.6,0,58.367,58.367,0,11.17075,11.17075,74.96326576,11.0735,11.0735,94.46152989,156.467158,203.2470131,34.31891195,148.1404975,148.5,58.25670988,159.3399812,158.9,65.24908122,136.1451108,136,72.11678409,44.10932945,44.5,0,70.62090728,70.62090333,60.39362774,24.6370328,25,49.71032094,24.97044419,25,74.96317709,117.4262037,117,52.39654121,48.76774355,48.67969273
1562094860000,0,27,52.97945901,0,0,24.40235584,0,0,77.59453418,0,0,0,0,0,49.71737918,0,0,53.00835924,0,0,34.58777198,0,0,45.89121145,0,0,41.0429316,0,0,72.55623877,0,0,72.97699487,0,0,100,0,0,100,0,0,77.22513045,0,0,72.46592137,0,0,72.85228825,0,0,72.81200168,0,0,75.08073309,0,0,0,0,0,0,0,0,25.98728789,25.4282988,21.171425,21.93397478,10.16629721,0.101872568,21.30035532,12.51857669,0.955206823,52.83950671,0.998779405,0.996001835,24.2826619,7.598741632,7.588897083,77.60783318,1.422987806,1.42293331,53.03003042,7.912078947,7.911564946,34.51411059,3.129626564,3.129671176,45.95518819,2.600490272,2.6,40.93237931,51.72236607,51.65,72.74129051,6.851341689,6.813739796,72.96148685,4.605741977,4.605762325,100,11.80780006,11.82238994,100,9.462557455,9.472922385,77.29816923,7.487315133,7.507772601,72.62410269,4.21948162,4.219441611,72.85242943,25.30012452,25.3,72.86808899,7.564492825,7.564453704,0,0,0,33.32503615,59.94485322,60,20.27666006,60.10280415,60,53.02424811,49.67778464,50,34.5291396,49.00241787,50,72.9655807,50.30630054,50,72.85963989,49.55781215,50,72.85242644,48.41113997,48.41075162,72.60102743,48.41113997,50,79.38594982,49.7885534,50,1530.255137,14.73238771,1427.939695,0,0,0,786.6852994,77.59890039,886.3902915,885,30.92709496,296.5057688,297.7586213,91.67124024,619.7071075,620,72.68277682,894.7527881,894.6499435,32.40199744,124.1591452,124.1,7.50683392,7.48334037,0.427333333,0.402796218,21.61966667,21.40104815,58.44166667,58.41533649,11.077,10.94974163,4.926418532,4.925683441,26.40866667,26.3905053,0.501,0.494932098,11.537,11.47524078,4.69915,5.868038764,3.921666667,3.919942858,457.522,459.4225464,457.5636667,459.4218286,49.74004719,7.506475521,7.5,100,0.427333333,0.427333333,68.13773549,21.61966667,21.6,0,58.44166667,58.44166667,0,11.077,11.077,75.07917549,11.537,11.537,95.27210102,156.3743789,203.2724534,34.75993182,148.2922742,148.5,59.54121644,158.8318712,158.9,65.00537641,136.3376362,136,73.0222033,45.24526176,44.5,0,70.68947899,70.68979303,62.65139611,25.86441666,25,49.62772799,25.02499327,25,75.0790301,116.6721215,117,52.15849539,48.48157444,48.60224428
1562094920000,0,27,52.9060927,0,0,24.54387859,0,0,77.57886452,0,0,0,0,0,49.71681477,0,0,52.29927262,0,0,35.92698342,0,0,45.93271533,0,0,40.98268942,0,0,67.56018377,0,0,73.27394339,0,0,100,0,0,100,0,0,77.50790921,0,0,69.46893538,0,0,72.70580135,0,0,70.60647599,0,0,75.1731695,0,0,0,0,0,0,0,0,25.93425423,25.38896684,21.0991046,21.85778142,10.17913298,0.104144778,21.15284465,12.42619798,0.931841244,52.86565132,0.99531935,0.994710989,24.59856951,7.561908819,7.603339947,77.57898566,1.425771451,1.425725365,52.31776428,7.808195073,7.807699187,35.8962519,3.263066103,3.263107809,45.88062208,2.603606464,2.6,41.04609771,51.64074415,51.65,67.56706745,6.353578621,6.386261879,73.26499814,4.620931194,4.62087075,100,11.74779504,11.7391545,100,9.391224506,9.391455039,77.61847288,7.510222366,7.517311636,69.46622829,4.04076687,4.040153444,72.72242282,25.3035978,25.3,70.7155403,7.358555559,7.358428276,0,0,0,33.50665881,59.90867163,60,20.53958535,59.73683614,60,52.28513203,49.54652754,50,35.96019165,49.16448557,50,73.26717028,50.20159246,50,70.69829069,48.47942137,50,72.72068078,48.16243964,48.16260531,69.44445404,48.16197929,50,78.5074302,49.38423934,50,1290.106304,-225.424019,1159.270846,0,0,0,786.1293023,77.58331027,885.8417374,885,32.05044346,295.5558677,292.3965715,91.44001302,619.5786422,620,67.56547989,892.7567744,892.7323691,32.29391135,124.1799174,124.1,7.495163591,7.474854661,0.39825,0.407495021,21.211125,21.39878866,58.452625,58.43600756,11.007625,11.02697949,4.887310721,4.889049459,26.406375,26.41349476,0.498875,0.501061697,11.2175,11.26227986,5.42933875,6.125120062,3.92025,3.92080327,459.273375,460.6748839,459.323625,460.6693207,49.79121939,7.495176154,7.5,100,0.39825,0.39825,63.85646756,21.211125,21.6,0,58.452625,58.452625,0,11.007625,11.007625,75.17310936,11.2175,11.2175,94.87764282,156.679989,203.2297587,34.6380563,148.7888461,148.5,58.49270956,159.1955592,158.9,65.05770332,135.7447752,136,73.5656352,44.74009169,44.5,0,70.76222324,70.76213463,63.7700789,25.23787876,25,49.84696023,25.15754594,25,75.17310776,116.2416682,117,52.28986958,48.70521609,48.43990922
1562094980000,0,27.5,52.87040399,0,0,24.65579495,0,0,77.53317076,0,0,0,0,0,49.65701422,0,0,51.73259685,0,0,36.85570405,0,0,45.77333742,0,0,41.08314173,0,0,69.12637446,0,0,73.10035834,0,0,100,0,0,100,0,0,77.67151551,0,0,68.27609787,0,0,72.32512685,0,0,68.5828465,0,0,75.23600169,0,0,0,0,0,0,0,0,26.02040453,25.5701973,21.20489477,21.893585,10.19147724,0.10217021,21.42854104,12.35167325,0.902646645,53.03484374,0.982682452,0.993986868,24.58304304,7.585990192,7.58004083,77.53912327,1.421229456,1.421144601,51.78670226,7.741847214,7.740930597,36.76190092,3.324904849,3.324923933,45.91318961,2.593776622,2.6,41.11999138,51.49105094,51.65,68.95358203,6.508986379,6.526210745,73.09843926,4.62792096,4.627975376,100,11.92202076,11.91607036,100,9.512951083,9.535299412,77.63766755,7.518633331,7.523645641,68.30782133,3.985220341,3.985256742,72.33239705,25.3020021,25.3,68.64769937,7.150551084,7.150459995,0,0,0,33.68645092,59.91352367,60,20.10146112,60.36477343,60,51.75404429,49.51553364,50,36.81814911,49.17006929,50,73.09408617,49.85200925,50,68.63710038,48.69669729,50,72.33118307,49.0526095,49.05319431,68.29840028,49.0522083,50,77.69426432,49.49358765,50,1142.882533,-372.6188128,1081.741495,0,0,0,787.061795,77.54382912,886.2887823,885,30.38415573,296.3400624,302.8575698,91.83908802,620.3587799,620,69.05607094,894.4945264,894.5435207,32.20360434,124.1700289,124.1,7.515018489,7.502940443,0.391375,0.401675108,21.3975,21.41865819,58.421625,58.50026177,11.050625,10.92691492,4.952911432,4.951813043,26.39125,26.36047209,0.49575,0.492709146,11.158375,10.90270398,6.0333225,5.91364761,3.919375,3.92069748,459.708,461.0648371,459.71875,461.0659619,49.72848649,7.505534464,7.5,100,0.391374724,0.391375,65.52362931,21.39749766,21.6,0,58.42162589,58.421625,0,11.0506247,11.050625,75.23634101,11.15837474,11.158375,94.82511529,156.3671553,203.2775016,34.99923976,148.0788775,148.5,60.55475281,158.3997897,158.9,64.8304715,136.1713833,136,73.70989353,44.84333424,44.5,0,70.32135937,70.32211126,64.31603994,25.38553681,25,49.16840169,24.70359809,25,75.23636332,116.0155638,117,52.15995138,48.09714888,48.30461085
