timestamp,MSFT_close,MSFT_high,MSFT_low,MSFT_open,MSFT_open___diff1,MSFT_volume
2004-11-19,-0.6092579394321712,-0.6117280335284565,-0.5962771158763399,-0.5990686309906238,-0.1818743030052171,1.1225904576083225
2004-11-22,-0.6203276869582118,-0.6248208117472654,-0.7014806804800117,-0.6138296943069546,-0.4805884302907806,1.341494897436033
2004-11-23,-0.626653256973092,-0.6311053452922938,-0.619655685788267,-0.626482034292381,-0.41770124559908917,0.613677919897931
2004-11-24,-0.6208548177927851,-0.6295342119060368,-0.619655685788267,-0.62121022596512,0.11683982428035196,0.269167516997409
2004-11-26,-0.6229633411310784,-0.6248208117472654,-0.6116857187728373,-0.6238461301287506,-0.1189871183135201,-0.9135338281412341
2004-11-29,-0.6140021169433315,-0.6180125670734848,-0.6084977319666655,-0.6204194547160308,0.06181353767511571,0.5016163001757632
2004-11-30,-0.611893593605038,-0.6148703003009706,-0.6037157517574077,-0.6138296943069546,0.1561443147126612,0.7960607092954481
2004-12-01,-0.5886998368838102,-0.600730099824657,-0.5978711092794259,-0.6038132584851587,0.2583359898366674,1.5894442449140835
2004-12-02,-0.597133930236984,-0.5944455662796287,-0.592026466801444,-0.5869434718379234,0.46271934008469096,1.4634271438790982
2004-12-03,-0.5897540985529569,-0.5923507217646192,-0.5803371818454806,-0.5927424609979105,-0.21331789535106557,0.8138987918478259
2004-12-06,-0.5844827902072235,-0.5923507217646192,-0.5840564997860144,-0.595905545994267,-0.13470891448644157,0.11095234539250923
2004-12-07,-0.5981881919061307,-0.5954929885371335,-0.5877758177265483,-0.5874706526706495,0.21117060131789744,1.9795942772446202
2004-12-08,-0.5829013977035034,-0.5965404107946382,-0.5925577979358061,-0.600650173488802,-0.43342304177201063,1.449060524604107
2004-12-09,-0.5897540985529569,-0.5965404107946382,-0.59096380453272,-0.5948511843288149,0.1325616204532734,1.0296666468995979
2004-12-10,-0.5976610610715574,-0.6059672111121805,-0.5856504931891003,-0.5969599076597194,-0.10326532214059865,0.629907922517613
