MSFT_-ve,MSFT_open,MSFT_high,MSFT_low,MSFT_close,MSFT_volume,MSFT_open_diff1,MSFT_+ve__S__0,MSFT_+ve__S__1,MSFT_+ve__S__2
1,-0.6897173319572987,-0.6953521807177926,-0.6871441618050755,-0.6948776665862587,-0.2647720287308984,-0.1451852056180141,0,0,1
1,-0.6873581333119755,-0.6818774196565802,-0.6811954627662854,-0.6768889682474698,2.1900437910024078,-0.29929271379658884,0,0,1
1,-0.681165236868002,-0.6824632788331546,-0.6773288083910718,-0.6760042781652343,0.7941096796706095,-0.40598252715098443,1,0,0
1,-0.6723182419480399,-0.675140039125974,-0.6681083248809468,-0.6686318608132716,2.178106830993599,0.31713731891770164,0,1,0
1,-0.6814601366986675,-0.6792410533619951,-0.6847646821895594,-0.6910440095632382,1.6655110946600242,0.3052828952116516,0,0,1
0,-0.6903071316186294,-0.6921299552466331,-0.6841698122856805,-0.6907491128691596,-0.08116291145574021,-0.08591308708779337,0,1,0
1,-0.6894224321266333,-0.6968168286592288,-0.6877390317089546,-0.6951725632803373,0.12896092816300672,0.08004884479681876,0,1,0
0,-0.6926663302639527,-0.6950592511295053,-0.6877390317089546,-0.6898644227869242,0.34572345140676436,-0.21631174785428064,1,0,0
0,-0.6885377326346371,-0.6935946031880692,-0.683872377333741,-0.6889797327046886,-0.09569732728769485,-0.08591308708779757,0,0,1
1,-0.6876530331426408,-0.6892006593637608,-0.6859544219973175,-0.6931082864217878,0.3973091241152228,-0.09776751079383919,0,1,0
0,-0.6864734338199793,-0.6877360114223247,-0.6808980278143458,-0.6839664889053539,0.4580742523835278,-0.1451852056180141,0,1,0
1,-0.6841142351746561,-0.6628077034590819,-0.6776262433430112,-0.657720683132367,2.99762248210115,-1.0698302546894496,0,0,1
0,-0.6587528497374313,-0.6473117282386877,-0.6519278634954375,-0.6447452285929126,3.0613851877571414,-0.5126723405053758,0,0,1
1,-0.6472517563414806,-0.6452612211206771,-0.6425289190141491,-0.642680951734363,1.4621993246775893,-0.21631174785428064,0,0,1
1,-0.643123158712165,-0.6323723192360391,-0.6365802199753589,-0.6297054971949088,1.1538056288075536,-0.6549254249779088,0,1,0
0,-0.6280832673482293,-0.6353016151189114,-0.6416366141583306,-0.6482839889218547,0.9869149242374702,0.6253523352748427,1,0,0
0,-0.6448925576961573,-0.6449682915323898,-0.643718658821907,-0.6417962616521276,0.5719421809591761,-0.26372944267845555,1,0,0
0,-0.63958436074418,-0.6452612211206771,-0.6484776180529392,-0.6535921294152678,0.5071558309672333,0.4593904033902263,0,0,1
0,-0.6522650534627924,-0.6511198128864215,-0.6472908525947006,-0.6441554352047556,0.034612263244220606,-0.16889405303010155,0,1,0
1,-0.6493160551561384,-0.6558066862990172,-0.6469904432932417,-0.6506431624744827,0.14663629827660882,0.06819442109077292,1,0,0
0,-0.6522650534627924,-0.6510963785193586,-0.6532365772839714,-0.6482839889218547,-0.05442145355891152,-0.10962193449988503,1,0,0
1,-0.6507905543094654,-0.6558066862990172,-0.6529450910310707,-0.6597849599909165,-0.02381215387151908,0.19859308185726018,0,0,1
1,-0.6569834507534389,-0.65551375671073,-0.6541288821397899,-0.6535921294152678,0.16019375062180902,-0.13333078191197248,0,0,1
0,-0.654919151938781,-0.6575642638287406,-0.6499647928126367,-0.6574257864382884,-0.22496326740543235,-0.0029321211454894146,0,1,0
1,-0.6560987512614427,-0.6625440668296233,-0.652939142332032,-0.6603747533790735,-0.38562541295415975,0.020776726266602243,0,0,1
1,-0.6578681502454351,-0.6549278975341555,-0.6508570976684553,-0.6547717161915818,-0.19729486121741682,-0.10962193449988503,0,0,1
0,-0.6563936510921081,-0.6578571934170278,-0.6517494025242739,-0.6559513029678958,0.022938716598734667,-0.050349815969664306,0,0,1
0,-0.6563936510921081,-0.6552208271224427,-0.6505596627165158,-0.657720683132367,0.5347042006858865,-0.12147635820592664,0,0,1
1,-0.6546242521081157,-0.6572713342404533,-0.6484776180529392,-0.6512329558626397,-0.2768323595554407,-0.21631174785428064,0,0,1
1,-0.6504956544788,-0.6575642638287406,-0.6478827481490602,-0.6530023360271109,-0.3612480066344946,0.2104475055633018,1,0,0
0,-0.6569834507534389,-0.6531703200044321,-0.6496673578606973,-0.6476941955336978,0.15667934954658988,-0.3348559849147179,0,1,0
1,-0.6499058548174692,-0.6531703200044321,-0.6452058335816047,-0.6468095054514622,0.2518916101755105,-0.19260290044219322,1,0,0
1,-0.6463670568494844,-0.6470187986504004,-0.6428263539660886,-0.6409115715698921,0.5868933900875277,-0.287438290090543,1,0,0
1,-0.6404690602361763,-0.6484834465918365,-0.639554569494754,-0.6462197120633052,0.9458124365199879,0.15117538703308106,0,0,1
1,-0.6454823573574882,-0.6519986016512832,-0.6449083986296652,-0.6515278525567183,0.14800338028879084,0.12746653962099785,0,1,0
0,-0.6499058548174692,-0.6514127424747088,-0.6446109636777256,-0.6521176459448753,-0.050673648237710096,0.09190326850286037,1,0,0
1,-0.653444652785454,-0.6566854750638789,-0.6493728972582772,-0.6565410963560528,-0.09845149739028594,0.11561211591495203,0,1,0
1,-0.6575732504147697,-0.6634228555944851,-0.6582929714669431,-0.6636186170139371,0.16483516077048552,0.1630298107391269,0,1,0
1,-0.6628814473667469,-0.6651804331242084,-0.6579955365150035,-0.6645033070961727,-0.2031599764843148,-0.002932121145485203,0,0,1
0,-0.6640610466894087,-0.667230940242219,-0.6583167662630982,-0.6636186170139371,-0.2353464220052733,-0.0029321211454894146,1,0,0
0,-0.6652406460120702,-0.6669380106539317,-0.6627544957460357,-0.6674522740369576,0.5272986173955054,-0.02664096855757686,1,0,0
0,-0.665830445673401,-0.6704531657133784,-0.6648365404096123,-0.6724655178362923,0.24543631560091442,0.12746653962099364,0,1,0
1,-0.670253943133382,-0.6766046870674102,-0.6672160200251284,-0.6736451046126063,0.4250775606943736,-0.014786544851531032,1,0,0
1,-0.6711386426253783,-0.6774834758322719,-0.6746518938236161,-0.6795430384941764,4.660601059954034,0.2697196240935225,0,1,0
1,-0.6791009380533441,-0.6827562084214419,-0.6829800724779224,-0.6863256624579821,0.44795784549338086,0.2697196240935225,0,1,0
0,-0.68706323348131,-0.6921299552466331,-0.6907133812283497,-0.6966470467507299,0.6893111732245589,0.31713731891770164,1,0,0
1,-0.6962051282319377,-0.7009178428952498,-0.6990415598826559,-0.7010704971619074,0.7904452330086875,0.1630298107391269,0,1,0
1,-0.701513325183915,-0.7026754204249732,-0.6999338647384744,-0.703134774020457,0.6264587441278979,-0.15703962932405993,1,0,0
